116, -355997.479953, -1591868.194914
83, -358609.841692, -1579465.806333
27, -359580.571579, -1562377.393937
75, -356935.985411, -1542410.953984
28, -357285.746188, -1529009.119181
62, -372800.838087, -1507433.616860
126, -374959.759491, -1494810.085693
16, -389993.801064, -1475309.624141
107, -396337.374858, -1462671.456980
97, -409164.832693, -1460495.100252
137, -413390.705706, -1441550.731902
100, -433069.273063, -1432291.538306
89, -433740.665316, -1423770.178735
193, -448765.975391, -1422284.615140
71, -455854.759375, -1413393.128306
118, -465758.481136, -1402816.640061
151, -470110.860715, -1404192.682770
223, -478032.503635, -1418548.425695
114, -486721.420256, -1405350.357481
133, -491609.439870, -1400691.201443
179, -501166.469998, -1406299.508401
217, -510557.993226, -1414350.497623
112, -523789.925765, -1393619.217114
146, -537005.011539, -1392525.923534
156, -500622.527683, -1241065.829860
103, -492577.695733, -1241286.497171
76, -61001.291990, -3179009.292783
66, -10735.495079, -3185117.084522
102, 665295.998674, -2267939.995479
